Timestamp (UTC),Device Tag,Channel Description,Raw Value,Calibration,Offset,Calibrated Value,Sensor Type,Unit,Location Lat,Location Long
2023-03-27T22:05:43Z,mil-bin01,Distance to Top,1253,1,0,1253,,mm,-34.187008,142.165156
2023-03-27T20:05:10Z,mil-bin01,Distance to Top,1261,1,0,1261,,mm,-34.187008,142.165156
2023-03-27T19:05:09Z,mil-bin01,Distance to Top,1261,1,0,1261,,mm,-34.187008,142.165156
2023-03-27T18:05:42Z,mil-bin01,Distance to Top,634,1,0,634,,mm,-34.187008,142.165156
2023-03-27T17:05:16Z,mil-bin01,Distance to Top,634,1,0,634,,mm,-34.187008,142.165156
2023-03-27T16:05:17Z,mil-bin01,Distance to Top,634,1,0,634,,mm,-34.187008,142.165156
2023-03-27T15:06:27Z,mil-bin01,Distance to Top,634,1,0,634,,mm,-34.187008,142.165156
2023-03-27T14:05:40Z,mil-bin01,Distance to Top,634,1,0,634,,mm,-34.187008,142.165156
2023-03-27T13:05:32Z,mil-bin01,Distance to Top,634,1,0,634,,mm,-34.187008,142.165156
2023-03-27T12:06:26Z,mil-bin01,Distance to Top,635,1,0,635,,mm,-34.187008,142.165156
2023-03-27T11:05:48Z,mil-bin01,Distance to Top,635,1,0,635,,mm,-34.187008,142.165156
2023-03-27T10:05:21Z,mil-bin01,Distance to Top,635,1,0,635,,mm,-34.187008,142.165156
2023-03-27T09:05:11Z,mil-bin01,Distance to Top,635,1,0,635,,mm,-34.187008,142.165156
2023-03-27T07:06:03Z,mil-bin01,Distance to Top,633,1,0,633,,mm,-34.187008,142.165156
2023-03-27T05:05:03Z,mil-bin01,Distance to Top,635,1,0,635,,mm,-34.187008,142.165156
2023-03-27T04:06:16Z,mil-bin01,Distance to Top,692,1,0,692,,mm,-34.187008,142.165156
2023-03-27T03:06:00Z,mil-bin01,Distance to Top,693,1,0,693,,mm,-34.187008,142.165156
2023-03-27T00:05:34Z,mil-bin01,Distance to Top,663,1,0,663,,mm,-34.187008,142.165156
2023-03-26T22:04:59Z,mil-bin01,Distance to Top,1184,1,0,1184,,mm,-34.187008,142.165156
